date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:04:35	155909/155909	U-----	200	untouched ('')	text/javascript	etag:%229c73d379000df978%22	https://cdn.ampproject.org/v0/amp-analytics-0.1.js	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/cdn.ampproject.org/v0/amp-analytics-0.1.js	(from https://jritech.8b.io/)
15:04:35	24959/24959	U-----	200	untouched ('')	text/javascript	etag:%22ac2c84c9dd93c3b6%22	https://cdn.ampproject.org/v0/amp-sidebar-0.1.js	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/cdn.ampproject.org/v0/amp-sidebar-0.1.js	(from https://jritech.8b.io/)
15:04:55	281/281	U-----	200	untouched ('')	application/json	etag:%22fb51f6c889d6a11367f396e4ef963796%22	https://jritech.8b.io/manifest.json	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/manifest.json	(from https://jritech.8b.io/)
15:04:58	79465/79465	U--M--	200	updated ('OK')	text/html	etag:%229ef84bf21dafbc043aa144de1235e85d%22	https://jritech.8b.io/bzns.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/bzns.html	(from https://jritech.8b.io/)
15:05:00	115369/115369	U--M--	200	updated ('OK')	text/html	etag:%22fbe726f32e4cb4be6e4aa1eb0e398597%22	https://jritech.8b.io/sites.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/sites.html	(from https://jritech.8b.io/)
15:05:35	46813/46813	U-----	200	untouched ('')	text/javascript	etag:%2269e35ab4a490eb1e%22	https://cdn.ampproject.org/v0/amp-form-0.1.js	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/cdn.ampproject.org/v0/amp-form-0.1.js	(from https://jritech.8b.io/)
15:05:35	22553/22553	U-----	200	untouched ('')	text/javascript	etag:%22cf652191067dc99f%22	https://cdn.ampproject.org/v0/amp-iframe-0.1.js	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/cdn.ampproject.org/v0/amp-iframe-0.1.js	(from https://jritech.8b.io/)
15:05:35	10997/10997	U-----	200	untouched ('')	text/javascript	etag:%221bc67164047a7ccd%22	https://cdn.ampproject.org/v0/amp-install-serviceworker-0.1.js	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/cdn.ampproject.org/v0/amp-install-serviceworker-0.1.js	(from https://jritech.8b.io/)
15:05:38	94892/94892	U--M--	200	updated ('OK')	text/html	etag:%22b03a326451609f6d6ecd91262dbe9d62%22	https://jritech.8b.io/plans.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/plans.html	(from https://jritech.8b.io/)
15:05:38	95869/95869	U--M--	200	updated ('OK')	text/html	etag:%22e9ab0461ba4fb0f5d78db5a90b9e2e39%22	https://jritech.8b.io/hosting.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/hosting.html	(from https://jritech.8b.io/)
15:05:38	186079/186079	U-----	200	untouched ('')	image/png	etag:%22d9c79f3dbd4b02bc1704742453fc45ca%22	https://r.8b.io/26178/images/JRiTech32Logo-h_k04beozy-910x607.png	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/JRiTech32Logo-h_k04beozy-910x607.png	(from https://jritech.8b.io/)
15:05:38	34991/34991	U-----	200	untouched ('')	image/jpeg	etag:%221f0e4ebd21890128e355bc58fbcf8b43%22	https://r.8b.io/26178/images/face1-h_k3itssbj.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/face1-h_k3itssbj.jpg	(from https://jritech.8b.io/)
15:05:38	12899/12899	U-----	200	untouched ('')	image/jpeg	etag:%2246b65bc6bf5f805eb3e7f56740a20a40%22	https://r.8b.io/26178/images/TP32Affiliate32Program-h_k04c3r1e-454x300.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/TP32Affiliate32Program-h_k04c3r1e-454x300.jpg	(from https://jritech.8b.io/)
15:05:39	22647/22647	U-----	200	untouched ('')	image/png	etag:%22c4c9ec951b95102bc862731e605d77cf%22	https://r.8b.io/26178/images/sss2-h_k04bleg8-177x106.png	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/sss2-h_k04bleg8-177x106.png	(from https://jritech.8b.io/)
15:05:39	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.1a.delayed	(from https://jritech.8b.io/bzns.html)
15:05:39	92388/92388	U-----	200	untouched ('')	image/jpeg	etag:%223bf48b77b295cdfd098bfbcda2ae4837%22	https://r.8b.io/26178/images/57e7d7464956ac14ea89857dc22e3-h_k04ncfjd.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/57e7d7464956ac14ea89857dc22e3-h_k04ncfjd.jpg	(from https://jritech.8b.io/)
15:05:39	985/985	U-----	200	untouched ('')	application/javascript	etag:%2202262244ee0dc9dbe7d16d5234114bff%22	https://jritech.8b.io/sw.js	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/sw.js	(from https://jritech.8b.io/)
15:05:39	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.1b.delayed	(from https://jritech.8b.io/bzns.html)
15:05:39	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.1d.delayed	(from https://jritech.8b.io/bzns.html)
15:05:39	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.23.delayed	(from https://jritech.8b.io/sites.html)
15:05:39	67950/67950	U-----	200	untouched ('')	image/jpeg	etag:%225ecc2e29bb8c7e103500f71bbd28ec71%22	https://r.8b.io/26178/images/background1-h_k213a6hw.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/background1-h_k213a6hw.jpg	(from https://jritech.8b.io/bzns.html)
15:05:40	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.24.delayed	(from https://jritech.8b.io/sites.html)
15:05:59	253332/253332	U-----	200	untouched ('')	image/jpeg	etag:%2210c313effd4af9ff4c005c4ad226937f%22	https://app.8b.io/app/themes/webamp/components/header1/presets/backgrounds/01.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/app.8b.io/app/themes/webamp/components/header1/presets/backgrounds/01.jpg	(from https://jritech.8b.io/bzns.html)
15:05:59	351145/351145	U-----	200	untouched ('')	image/jpeg	etag:%22a8811217f262e06407ef1fd051a6fcb8%22	https://app.8b.io/app/themes/webamp/components/_images/background5.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/app.8b.io/app/themes/webamp/components/_images/background5.jpg	(from https://jritech.8b.io/bzns.html)
15:06:05	215837/215837	U-----	200	untouched ('')	image/jpeg	etag:%22489a2d39d5f142e550dc77b6cfefcd9f%22	https://app.8b.io/app/themes/webamp/components/_images/background6.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/app.8b.io/app/themes/webamp/components/_images/background6.jpg	(from https://jritech.8b.io/bzns.html)
15:06:05	280267/280267	U-----	200	untouched ('')	image/jpeg	etag:%229626d6e53c086ee7055dc819766d9ab4%22	https://r.8b.io/26178/images/54e3d34b4e51ae14ea89857dc22e3-h_k0p9ujvn.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/54e3d34b4e51ae14ea89857dc22e3-h_k0p9ujvn.jpg	(from https://jritech.8b.io/sites.html)
15:06:05	77878/77878	U-----	200	untouched ('')	image/png	etag:%223ba01feab91d0289edfc59475414ea96%22	https://r.8b.io/26178/images/55e2d14a4a54ae14ea89857dc22e3-h_k0p9nun6.png	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/55e2d14a4a54ae14ea89857dc22e3-h_k0p9nun6.png	(from https://jritech.8b.io/sites.html)
15:06:05	423803/423803	U-----	200	untouched ('')	image/jpeg	etag:%224855262234fb5757acbe55570c72120e%22	https://r.8b.io/26178/images/55e8d3454d51b114a6d98478c12d3-h_k0p9mktz.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/55e8d3454d51b114a6d98478c12d3-h_k0p9mktz.jpg	(from https://jritech.8b.io/sites.html)
15:06:06	90763/90763	U-----	200	untouched ('')	image/jpeg	etag:%22e3f6551b960fa8bcb7566cf962217d27%22	https://r.8b.io/26178/images/face1-h_k4bg001o.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/face1-h_k4bg001o.jpg	(from https://jritech.8b.io/sites.html)
15:06:06	82249/82249	U-----	200	untouched ('')	image/jpeg	etag:%22b4f7fc7453e9d8aba9b8eb4ba74c6c6a%22	https://r.8b.io/26178/images/LEMAGENCY32Logo-h_k2s27ep7-1050x601.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/LEMAGENCY32Logo-h_k2s27ep7-1050x601.jpg	(from https://jritech.8b.io/sites.html)
15:06:06	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.2f.delayed	(from https://jritech.8b.io/plans.html)
15:06:06	224789/224789	U-----	200	untouched ('')	image/png	etag:%22988c23dc56dbd715a717bbd032eba01b%22	https://r.8b.io/26178/images/sacmedia32logo-h_k05hzp43-1080x784.png	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/sacmedia32logo-h_k05hzp43-1080x784.png	(from https://jritech.8b.io/sites.html)
15:06:06	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.30.delayed	(from https://jritech.8b.io/plans.html)
15:06:06	331576/331576	U-----	200	untouched ('')	image/png	etag:%22563e2343d32e99fffb4f1aaf54c267ab%22	https://r.8b.io/26178/images/osmzlogo-h_k0xv45u5-700x700.png	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/osmzlogo-h_k0xv45u5-700x700.png	(from https://jritech.8b.io/sites.html)
15:06:06	8202/8202	U-----	200	untouched ('')	image/jpeg	etag:%229d0afea258cf10c710fdec35ddd0bbf7%22	https://r.8b.io/26178/images/hkm-h_k0xv5cbl-249x203.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/hkm-h_k0xv5cbl-249x203.jpg	(from https://jritech.8b.io/sites.html)
15:06:07	38397/38397	U-----	200	untouched ('')	image/jpeg	etag:%22caa931871eff3376299dfa9fd48f574e%22	https://r.8b.io/26178/images/background4-h_k20fvmmy.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/background4-h_k20fvmmy.jpg	(from https://jritech.8b.io/sites.html)
15:06:07	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.32.delayed	(from https://jritech.8b.io/hosting.html)
15:06:07	91941/91941	U--M--	200	updated ('OK')	text/html	etag:%22732b8f9f4aebb9a767c7d0303a01a09f%22	https://jritech.8b.io/standart.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/standart.html	(from https://jritech.8b.io/sites.html)
15:06:07	146236/146236	U-----	200	untouched ('')	image/jpeg	etag:%222a2e72941f3d59ad0098581156a7616c%22	https://app.8b.io/app/themes/webamp/components/info3/presets/backgrounds/03.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/app.8b.io/app/themes/webamp/components/info3/presets/backgrounds/03.jpg	(from https://jritech.8b.io/plans.html)
15:06:08	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.33.delayed	(from https://jritech.8b.io/hosting.html)
15:06:08	92084/92084	U--M--	200	updated ('OK')	text/html	etag:%2215bdd0e79594d9af9b23f144364f9c9e%22	https://jritech.8b.io/premium.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/premium.html	(from https://jritech.8b.io/sites.html)
15:06:08	94011/94011	U--M--	200	updated ('OK')	text/html	etag:%228a2f71fece7d49baa4b78fc533704bf2%22	https://jritech.8b.io/business.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/business.html	(from https://jritech.8b.io/sites.html)
15:07:02	135884/135884	U-----	200	untouched ('')	image/jpeg	etag:%2211584f0846b05dced888dc0fef558a15%22	https://r.8b.io/26178/images/54e4d5414c51ab14ea89857dc22e3-h_k381lp8p.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/54e4d5414c51ab14ea89857dc22e3-h_k381lp8p.jpg	(from https://jritech.8b.io/hosting.html)
15:07:02	37917/37917	U-----	200	untouched ('')	image/jpeg	etag:%2231b35a311e74e501004bb1c23e32835f%22	https://r.8b.io/26178/images/face1-h_k3iugqxt.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/face1-h_k3iugqxt.jpg	(from https://jritech.8b.io/hosting.html)
15:07:03	335487/335487	U-----	200	untouched ('')	image/jpeg	etag:%224f6d3ae29e11ab7bd7a3e53e9b17f6c8%22	https://r.8b.io/26178/images/face1-h_k380tiny.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/face1-h_k380tiny.jpg	(from https://jritech.8b.io/hosting.html)
15:07:03	20360/20360	U-----	200	untouched ('')	image/jpeg	etag:%2229f069c4681747b328ef425437222f67%22	https://r.8b.io/26178/images/face2-h_k2uuf8zm.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/face2-h_k2uuf8zm.jpg	(from https://jritech.8b.io/hosting.html)
15:07:03	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.3c.delayed	(from https://jritech.8b.io/standart.html)
15:07:03	113689/113689	U-----	200	untouched ('')	image/jpeg	etag:%22fd32360ec5fd9ca3d8a524578b8666df%22	https://r.8b.io/26178/images/face1-h_k2uu6orv.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/face1-h_k2uu6orv.jpg	(from https://jritech.8b.io/hosting.html)
15:07:03	38066/38066	U-----	200	untouched ('')	image/jpeg	etag:%22be5897834a25a0d59d116d0e978f9438%22	https://r.8b.io/26178/images/face3-h_k2uugpf2.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/r.8b.io/26178/images/face3-h_k2uugpf2.jpg	(from https://jritech.8b.io/hosting.html)
15:07:03	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.3d.delayed	(from https://jritech.8b.io/standart.html)
15:07:03	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.3e.delayed	(from https://jritech.8b.io/business.html)
15:07:03	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.3f.delayed	(from https://jritech.8b.io/business.html)
15:07:03	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.40.delayed	(from https://jritech.8b.io/premium.html)
15:07:03	0/-1	---M--	301	error ('')			https://jritech.8b.io/index.html	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/jritech.8b.io/index.41.delayed	(from https://jritech.8b.io/premium.html)
15:07:03	278162/278162	U-----	200	untouched ('')	image/jpeg	etag:%22eb6b7b36e1aa93bfa8da2d2c85ee6436%22	https://app.8b.io/app/themes/webamp/components/_images/background1.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/app.8b.io/app/themes/webamp/components/_images/background1.jpg	(from https://jritech.8b.io/standart.html)
15:07:03	663005/663005	U-----	200	untouched ('')	text/javascript	etag:%2297ba0e4c8c44e734%22	https://cdn.ampproject.org/v0/amp-date-picker-0.1.js	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/cdn.ampproject.org/v0/amp-date-picker-0.1.js	(from https://jritech.8b.io/standart.html)
15:07:03	156898/156898	U-----	200	untouched ('')	image/jpeg	etag:%225a4cec13de84da0eea56b91213d6c75c%22	https://app.8b.io/app/themes/webamp/components/pricing-table1/presets/backgrounds/1.jpg	C:/My%20Cloned%20Web%20Sites/JRiTech.8B.IO/app.8b.io/app/themes/webamp/components/pricing-table1/presets/backgrounds/1.jpg	(from https://jritech.8b.io/standart.html)
